hit_name,qseqid,pident,db,taxon_name
1535340,1_1118_19195_7042_lib_ATTGGC_tag_ACGTAT,99.677,genbank,Hecatonema maculans
1535359,1_1117_23448_13855_lib_ATTGGC_tag_ACAGTC,99.677,genbank,Ectocarpus sp. 3 AP-2014
1535364,1_1107_28078_7091_lib_TACAAG_tag_AGTCAT,99.677,genbank,Ectocarpus sp. 8 AP-2014
1535390,1_1110_2936_11467_lib_GGACGG_tag_AGTGTA,100,genbank,Chordariaceae sp. 17 AP-2014
1541162,1_2118_23487_24061_lib_CACTGT_tag_ACTAGC,99.681,genbank,Hydrozoa sp. prey of Macellomenia sp. KMK-2014
1541162,1_1101_8207_6707_lib_ACATCG_tag_ACTAGC,100,genbank,Hydrozoa sp. prey of Macellomenia sp. KMK-2014
1541162,1_1101_24327_20379_lib_TACAAG_tag_AGTCAT,99.681,genbank,Hydrozoa sp. prey of Macellomenia sp. KMK-2014
1541162,1_1108_24752_7664_lib_TGGTCA_tag_ATAGCA,99.681,genbank,Hydrozoa sp. prey of Macellomenia sp. KMK-2014
1541162,1_1106_27855_11173_lib_CACTGT_tag_AGACGC,99.361,genbank,Hydrozoa sp. prey of Macellomenia sp. KMK-2014
1541162,1_1110_29586_12279_lib_ACATCG_tag_ATAGCA,99.681,genbank,Hydrozoa sp. prey of Macellomenia sp. KMK-2014
1541162,1_1103_10249_20985_lib_ACATCG_tag_ACGTAT,100,genbank,Hydrozoa sp. prey of Macellomenia sp. KMK-2014
1541162,1_1113_16550_13234_lib_ACATCG_tag_AGTGTA,99.681,genbank,Hydrozoa sp. prey of Macellomenia sp. KMK-2014
1541162,1_2114_6315_12422_lib_GATCTG_tag_AGCTAG,99.681,genbank,Hydrozoa sp. prey of Macellomenia sp. KMK-2014
1562933,1_1103_7111_10307_lib_GGAACT_tag_AGACGC,98.722,genbank,Porifera sp. Sp08
1562933,1_1102_12262_11206_lib_TTGACT_tag_ATGTCG,98.403,genbank,Porifera sp. Sp08
1562933,1_1103_27193_11024_lib_ATTGGC_tag_ATGTCG,99.361,genbank,Porifera sp. Sp08
1577535,1_2116_24207_10379_lib_GATCTG_tag_ACTAGC,99.58,genbank,Tetrabothriidae sp. BOLD:AAM7874
1582912,1_1110_4909_10594_lib_CACTGT_tag_AGCTAG,100,genbank,Acrochaetium plumosum
1582912,1_1115_10041_23358_lib_CACTGT_tag_ATAGCA,99.31,genbank,Acrochaetium plumosum
1582912,1_2102_26232_8302_lib_ATTGGC_tag_ATAGCA,99.655,genbank,Acrochaetium plumosum
1582923,1_2109_10124_17718_lib_GATCTG_tag_AGTCAT,98.071,genbank,Ceramium sp. 1BC
1582979,1_1111_24929_21173_lib_ACATCG_tag_ACTAGC,98.403,genbank,Pterosiphonia sp. 1dendroidea
1582982,1_1103_22749_7429_lib_TTGACT_tag_AGTGTA,100,genbank,Peyssonnelia sp. 10BC
1582982,1_1117_22237_18317_lib_ACATCG_tag_AGACGC,99.361,genbank,Peyssonnelia sp. 10BC
1582985,1_1107_25921_3613_lib_ACATCG_tag_AGACGC,100,genbank,Peyssonnelia sp. 3BC
1583022,1_1104_3107_8510_lib_ACATCG_tag_ATCGAC,98.606,genbank,Gloiosiphonia verticillaris
1583041,1_2104_23652_12970_lib_ACATCG_tag_ATAGCA,98.403,genbank,Polysiphonia hendryi
1583043,1_1108_25647_10981_lib_ACATCG_tag_AGTCAT,99.042,genbank,Polysiphonia sp. 2paniculata
1583043,1_1118_15759_18332_lib_TGACAT_tag_AGTCAT,99.042,genbank,Polysiphonia sp. 2paniculata
1583048,1_1115_3306_16728_lib_GGAACT_tag_AGTGTA,98.697,genbank,Sarcodiotheca sp. 2gaudichaudii
1583048,1_1115_16652_23424_lib_TTGACT_tag_AGTCAT,99.681,genbank,Sarcodiotheca sp. 2gaudichaudii
1583048,1_1112_7003_18467_lib_ACATCG_tag_ACGTAT,99.361,genbank,Sarcodiotheca sp. 2gaudichaudii
1583048,1_2119_7849_20338_lib_ACATCG_tag_AGTCAT,99.042,genbank,Sarcodiotheca sp. 2gaudichaudii
1583050,1_1110_13547_5848_lib_ACATCG_tag_ACAGTC,98.722,genbank,Turnerella sp. 1Cal
1583082,1_1101_19898_2254_lib_ACATCG_tag_ATCGAC,100,genbank,Ralfsioid sp. 4GWS
1583082,1_1103_5998_17489_lib_ACATCG_tag_ATCGAC,100,genbank,Ralfsioid sp. 4GWS
1583082,1_1101_16547_24598_lib_ACATCG_tag_ATCGAC,100,genbank,Ralfsioid sp. 4GWS
159751,1_1106_17046_15076_lib_TGACAT_tag_ACGTAT,100,genbank,Polysiphonia brodiei
160012,1_2112_3205_12151_lib_GATCTG_tag_ACGTAT,99.681,genbank,Fusitriton oregonensis
160012,1_1117_12908_4565_lib_GGACGG_tag_AGACGC,98.077,genbank,Fusitriton oregonensis
160012,1_1102_21144_12769_lib_GGACGG_tag_ATAGCA,99.681,genbank,Fusitriton oregonensis
160012,1_1106_22945_16460_lib_GGACGG_tag_ATCGAC,99.681,genbank,Fusitriton oregonensis
160012,1_2118_18642_13013_lib_ATTGGC_tag_ATCGAC,100,genbank,Fusitriton oregonensis
160012,1_2110_26312_17153_lib_GGACGG_tag_ATAGCA,99.681,genbank,Fusitriton oregonensis
160068,1_2117_23354_13303_lib_GGACGG_tag_ACAGTC,100,genbank,Trebouxia aggregata
160068,1_1104_15086_19717_lib_TACAAG_tag_ACTAGC,98.722,genbank,Trebouxia aggregata
1609534;1196127,1_1106_13919_4355_lib_GGAACT_tag_ACTAGC,100,genbank,Echiniscoides sp. Taxon 1;Echiniscoides sp. NC
1609534;1196127,1_1105_7445_22221_lib_TTGACT_tag_ACGTAT,100,genbank,Echiniscoides sp. Taxon 1;Echiniscoides sp. NC
1631789,1_1108_7301_16237_lib_TGGTCA_tag_ACTAGC,100,genbank,Marsenina zadei
1631789,1_1101_25674_10936_lib_TGGTCA_tag_ATAGCA,98.611,genbank,Marsenina zadei
163483,1_1116_15513_6494_lib_GATCTG_tag_AGCTAG,99.666,genbank,Pseudocalanus mimus
163483,1_2116_16815_10792_lib_GATCTG_tag_ATAGCA,98.662,genbank,Pseudocalanus mimus
163483,1_2101_26475_19298_lib_GGAACT_tag_ATAGCA,99.671,genbank,Pseudocalanus mimus
163483,1_1107_7755_3989_lib_GGAACT_tag_ATCGAC,99.667,genbank,Pseudocalanus mimus
163483,1_2101_11761_13955_lib_GGACGG_tag_AGACGC,98.662,genbank,Pseudocalanus mimus
163483,1_1104_21420_6971_lib_TGACAT_tag_ACAGTC,99.666,genbank,Pseudocalanus mimus
163483,1_2106_2767_15553_lib_TGACAT_tag_ACAGTC,97.324,genbank,Pseudocalanus mimus
163483,1_1109_18951_10271_lib_TGACAT_tag_ACGTAT,99.666,genbank,Pseudocalanus mimus
163483,1_1113_13609_5556_lib_TGACAT_tag_ACGTAT,97.993,genbank,Pseudocalanus mimus
163483,1_2110_9261_18441_lib_TGACAT_tag_ACGTAT,97.324,genbank,Pseudocalanus mimus
163483,1_1108_27879_6699_lib_TGACAT_tag_ACGTAT,98.026,genbank,Pseudocalanus mimus
163483,1_1104_15893_7975_lib_TGACAT_tag_ATAGCA,97.333,genbank,Pseudocalanus mimus
163483,1_1118_14025_25131_lib_TGACAT_tag_ATAGCA,97.659,genbank,Pseudocalanus mimus
163483,1_1106_16036_14669_lib_TGACAT_tag_ATCGAC,98.662,genbank,Pseudocalanus mimus
163483,1_1101_16394_3740_lib_TGACAT_tag_ATCGAC,99.331,genbank,Pseudocalanus mimus
163483,1_1104_19296_2028_lib_TGACAT_tag_ACGTAT,98.328,genbank,Pseudocalanus mimus
163483,1_1102_17067_6679_lib_TGACAT_tag_ATCGAC,99.666,genbank,Pseudocalanus mimus
163483,1_1114_14775_3429_lib_TGACAT_tag_ACGTAT,98.328,genbank,Pseudocalanus mimus
163483,1_2103_17507_23733_lib_TGACAT_tag_ATCGAC,98.026,genbank,Pseudocalanus mimus
163483,1_1103_24194_6275_lib_TGACAT_tag_ATCGAC,98.328,genbank,Pseudocalanus mimus
163483,1_2101_24627_8875_lib_TGACAT_tag_ATCGAC,99.666,genbank,Pseudocalanus mimus
163483,1_2105_4003_17725_lib_TGACAT_tag_ATCGAC,99.331,genbank,Pseudocalanus mimus
163483,1_1116_26623_20090_lib_TGACAT_tag_ATCGAC,99.666,genbank,Pseudocalanus mimus
163483,1_1115_21040_11100_lib_TGACAT_tag_ATCGAC,99.331,genbank,Pseudocalanus mimus
163483,1_1112_18462_5605_lib_TGACAT_tag_ATCGAC,99.666,genbank,Pseudocalanus mimus
163483,1_2107_9881_24437_lib_TGACAT_tag_ACGTAT,97.993,genbank,Pseudocalanus mimus
163483,1_1101_8173_4627_lib_GATCTG_tag_AGACGC,100,genbank,Pseudocalanus mimus
163483,1_1116_10755_10167_lib_GATCTG_tag_AGACGC,98.997,genbank,Pseudocalanus mimus
163503,1_2116_22067_5032_lib_ATTGGC_tag_AGACGC,99.674,genbank,Chaetoceros socialis
163503,1_1115_17924_11248_lib_GGACGG_tag_ACTAGC,99.674,genbank,Chaetoceros socialis
163503,1_2113_6708_6561_lib_GGACGG_tag_AGCTAG,99.674,genbank,Chaetoceros socialis
163503,1_2107_5769_10748_lib_TGGTCA_tag_ACGTAT,99.673,genbank,Chaetoceros socialis
163503,1_2112_15151_12196_lib_ACATCG_tag_AGACGC,100,genbank,Chaetoceros socialis
1638754,1_1116_15497_9146_lib_ATTGGC_tag_AGCTAG,100,genbank,Hiatella sp. I HML-2015
1639842,1_2104_23612_14340_lib_GATCTG_tag_ACGTAT,97.436,genbank,Knoutsodonta jannae
1646044,1_1102_5154_10820_lib_TGACAT_tag_ACGTAT,99.042,genbank,Balanus sp. BOLD:AAA5336
1646044,1_1107_13242_14450_lib_ATTGGC_tag_AGCTAG,99.679,genbank,Balanus sp. BOLD:AAA5336
1646044,1_1107_19081_22613_lib_GATCTG_tag_ACGTAT,99.681,genbank,Balanus sp. BOLD:AAA5336
1646044;110520,1_1101_11112_15751_lib_GATCTG_tag_AGCTAG,100,genbank,Balanus sp. BOLD:AAA5336;Balanus glandula
1646044;110520,1_2112_4955_16809_lib_CACTGT_tag_AGCTAG,100,genbank,Balanus sp. BOLD:AAA5336;Balanus glandula
1646044;110520,1_1102_4567_20982_lib_GATCTG_tag_ACGTAT,100,genbank,Balanus sp. BOLD:AAA5336;Balanus glandula
1652012,1_1117_27764_10133_lib_GATCTG_tag_AGCTAG,99.621,genbank,Syllidae sp. BOLD:AAV0869
1652012,1_1115_20517_4821_lib_CACTGT_tag_AGCTAG,100,genbank,Syllidae sp. BOLD:AAV0869
1658070,1_1118_14449_3240_lib_TACAAG_tag_AGCTAG,99.267,genbank,Calyx arcuarius
1658081;1658080;1658081,1_1112_5359_18265_lib_ATTGGC_tag_AGTCAT,97.802,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1114_29050_13130_lib_TGGTCA_tag_ATGTCG,98.168,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1102_27601_15932_lib_TACAAG_tag_AGACGC,98.535,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1112_22350_2321_lib_ATTGGC_tag_AGTCAT,98.155,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1103_16590_9393_lib_ACATCG_tag_AGACGC,98.168,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_2112_6783_10742_lib_CACTGT_tag_ACAGTC,99.267,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_2108_20793_8322_lib_ACATCG_tag_AGACGC,98.535,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1117_5107_15496_lib_ATTGGC_tag_AGCTAG,98.897,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1105_10375_18526_lib_TGGTCA_tag_ACAGTC,97.07,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1114_15169_4614_lib_TGGTCA_tag_ACTAGC,98.168,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1102_14898_20840_lib_ATTGGC_tag_AGTCAT,97.802,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1101_22709_21646_lib_TGGTCA_tag_AGTGTA,98.901,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1119_19150_12986_lib_TGGTCA_tag_ATGTCG,98.168,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1107_24949_21674_lib_TGGTCA_tag_ACTAGC,98.901,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1115_10327_16365_lib_CACTGT_tag_AGTCAT,98.162,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_2107_19145_10534_lib_TTGACT_tag_ATAGCA,98.168,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1112_18915_7648_lib_ACATCG_tag_AGTCAT,98.901,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1105_18636_8466_lib_ATTGGC_tag_ACGTAT,98.168,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_2112_2335_13206_lib_ATTGGC_tag_AGCTAG,98.901,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_2105_4004_7890_lib_CACTGT_tag_ACAGTC,97.802,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1111_20563_21773_lib_ATTGGC_tag_AGTCAT,97.802,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_2107_4718_19888_lib_ATTGGC_tag_AGTCAT,97.802,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1116_26438_4340_lib_ATTGGC_tag_AGTCAT,97.07,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1110_19793_20746_lib_CACTGT_tag_ACAGTC,98.168,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_2115_9543_18020_lib_CACTGT_tag_ACAGTC,98.12,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_2119_10410_11477_lib_ATTGGC_tag_AGCTAG,98.535,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1113_23657_2946_lib_ATTGGC_tag_AGTCAT,98.535,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_2108_7414_20792_lib_CACTGT_tag_AGTCAT,98.901,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1110_21415_3446_lib_CACTGT_tag_ACAGTC,98.535,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1108_19302_5084_lib_CACTGT_tag_AGTCAT,97.719,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1107_20055_13863_lib_CACTGT_tag_AGTCAT,97.436,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1111_12132_23518_lib_CACTGT_tag_ATAGCA,98.168,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081,1_1109_27584_17753_lib_TGGTCA_tag_ATGTCG,98.168,genbank,Myxilla sp. SV-2015;Myxilla mollis
1658081;1658080;1658081;458500,1_2101_17422_1761_lib_CACTGT_tag_ACAGTC,98.535,genbank,Myxilla sp. SV-2015;Myxilla mollis;Holopsamma helwigi
1658086,1_1104_9826_9507_lib_TTGACT_tag_ATCGAC,98.901,genbank,Pseudosuberites nudus
1658086;1165036,1_2117_25783_13491_lib_ACATCG_tag_AGCTAG,97.07,genbank,Pseudosuberites nudus;Halichondria sp. DE-2012
166027,1_1110_25877_12347_lib_TGACAT_tag_ACAGTC,99.042,genbank,Malacobdella grossa
1683810,1_1119_21654_11327_lib_ACATCG_tag_AGTGTA,100,genbank,Pyropia nereocystis
168759,1_1102_19365_18883_lib_GGACGG_tag_ACAGTC,99.361,genbank,Nanomia bijuga
168759,1_1101_24858_14859_lib_TGACAT_tag_ATAGCA,99.361,genbank,Nanomia bijuga
1687899,1_1101_17888_15374_lib_GGAACT_tag_AGTCAT,100,genbank,Phenopelopidae sp. BOLD:ACI9045
1697945;1697945;1903275;1903275,1_1116_13053_18641_lib_GATCTG_tag_ACGTAT,100,genbank,Limecola balthica;Limecola balthica balthica
1697945;1903275;1697945;1903275,1_1108_22409_19018_lib_GATCTG_tag_ACAGTC,99.681,genbank,Limecola balthica;Limecola balthica balthica
1713837;1713835;1713834;1713833;1713826;1713825;1713824,1_1103_3842_16076_lib_TACAAG_tag_ACTAGC,98.12,genbank,Haliclona cf. caerulea Palmyra Atoll 15;Haliclona cf. caerulea Palmyra Atoll 13;Haliclona cf. caerulea Palmyra Atoll 12;Haliclona cf. caerulea Palmyra Atoll 11;Haliclona cf. caerulea Palmyra Atoll 4;Haliclona cf. caerulea Palmyra Atoll 3;Haliclona cf. caerulea Palmyra Atoll 2
1716043,1_1110_23071_23070_lib_ACATCG_tag_ACAGTC,97.444,genbank,Gloiocladia sp. 1laciniata
1716043,1_2106_16524_13057_lib_ACATCG_tag_ATCGAC,97.125,genbank,Gloiocladia sp. 1laciniata
1732114,1_1115_9765_4265_lib_GGAACT_tag_AGTGTA,100,genbank,Monstrilla helgolandica
173544,1_1106_9467_22284_lib_TTGACT_tag_AGTCAT,100,genbank,Polysiphonia pacifica
173654,1_1112_23358_7667_lib_GATCTG_tag_AGTCAT,97.674,genbank,Hematodinium sp.
173654,1_1110_5813_16654_lib_ACATCG_tag_ATGTCG,99.598,genbank,Hematodinium sp.
1746056,1_1106_6467_7137_lib_GATCTG_tag_ATAGCA,100,genbank,Hemipodia simplex
1746056,1_1119_12491_7516_lib_GATCTG_tag_AGCTAG,100,genbank,Hemipodia simplex
1764472,1_1116_20042_13780_lib_GATCTG_tag_AGCTAG,99.672,genbank,Chthamalidae sp. 142934A
1764472,1_1102_22478_24003_lib_GGAACT_tag_ACGTAT,99.672,genbank,Chthamalidae sp. 142934A
1764472;116181,1_2117_20335_12276_lib_GATCTG_tag_ACGTAT,100,genbank,Chthamalus dalli;Chthamalidae sp. 142934A
1764482;116181,1_1103_6153_3402_lib_GATCTG_tag_ATGTCG,100,genbank,Chthamalus dalli;Chthamalidae sp. 144752A
1764482;116181,1_1104_9269_15704_lib_GATCTG_tag_AGCTAG,100,genbank,Chthamalus dalli;Chthamalidae sp. 144752A
1764482;116181,1_1115_11582_3865_lib_GATCTG_tag_ACAGTC,100,genbank,Chthamalus dalli;Chthamalidae sp. 144752A
1764483;1764480,1_1112_13261_10313_lib_GGAACT_tag_AGTCAT,99.671,genbank,Chthamalidae sp. 144769A;Chthamalidae sp. 144736A
1764483;1764480,1_1109_13768_6221_lib_TGACAT_tag_ATAGCA,99.67,genbank,Chthamalidae sp. 144769A;Chthamalidae sp. 144736A
1764483;1764480;116181,1_1107_11100_17987_lib_GGAACT_tag_ACGTAT,100,genbank,Chthamalus dalli;Chthamalidae sp. 144769A;Chthamalidae sp. 144736A
1764483;1764480;116181,1_1117_24169_20750_lib_GATCTG_tag_AGACGC,100,genbank,Chthamalus dalli;Chthamalidae sp. 144769A;Chthamalidae sp. 144736A
177235,1_1101_7233_17692_lib_TGACAT_tag_ACAGTC,99.042,genbank,Munida quadrispina
177235,1_1111_20794_6075_lib_TGACAT_tag_ACGTAT,98.722,genbank,Munida quadrispina
177235,1_1116_22582_2717_lib_TGACAT_tag_ACGTAT,98.722,genbank,Munida quadrispina
177235,1_1101_13330_24700_lib_TGACAT_tag_ACGTAT,99.042,genbank,Munida quadrispina
177238;491785,1_2109_13802_11715_lib_GATCTG_tag_AGTCAT,99.038,genbank,Neotrypaea californiensis;Neotrypaea sp. ALB3 BP-2008
177238;491785,1_1101_20141_22963_lib_GATCTG_tag_ACTAGC,100,genbank,Neotrypaea californiensis;Neotrypaea sp. ALB3 BP-2008
177238;491785,1_1111_22649_23752_lib_GATCTG_tag_ACTAGC,98.558,genbank,Neotrypaea californiensis;Neotrypaea sp. ALB3 BP-2008
177238;491801,1_1101_23328_22654_lib_GATCTG_tag_ACTAGC,100,genbank,Neotrypaea californiensis;Neotrypaea sp. SP10 BP-2008
1774722;1774721,1_1102_20237_10691_lib_GATCTG_tag_AGTCAT,99.303,genbank,Discoconchoecia aff. elegans CMARA05509_Os109.1.3;Discoconchoecia aff. elegans CMARA05309_Os109.1.1
1774722;1774721,1_1107_18979_15299_lib_GGAACT_tag_AGTCAT,99.652,genbank,Discoconchoecia aff. elegans CMARA05509_Os109.1.3;Discoconchoecia aff. elegans CMARA05309_Os109.1.1
1774722;1774721,1_1112_27573_18951_lib_GGACGG_tag_AGTGTA,100,genbank,Discoconchoecia aff. elegans CMARA05509_Os109.1.3;Discoconchoecia aff. elegans CMARA05309_Os109.1.1
1774722;1774721,1_1105_18390_3609_lib_TGACAT_tag_ATAGCA,97.909,genbank,Discoconchoecia aff. elegans CMARA05509_Os109.1.3;Discoconchoecia aff. elegans CMARA05309_Os109.1.1
177572,1_2112_18027_6677_lib_TTGACT_tag_ACGTAT,99.627,genbank,Haliclona xena
177572,1_2102_9852_20320_lib_ATTGGC_tag_ACTAGC,99.627,genbank,Haliclona xena
177572,1_1106_22141_5625_lib_ATTGGC_tag_AGCTAG,99.627,genbank,Haliclona xena
177572,1_1108_13940_6617_lib_ATTGGC_tag_AGTGTA,99.254,genbank,Haliclona xena
1778564;1532565,1_1103_22289_17817_lib_GATCTG_tag_ATCGAC,100,genbank,Cyclops kikuchii;Oithona davisae
1778564;1532565,1_1105_2470_17491_lib_GGACGG_tag_AGACGC,100,genbank,Cyclops kikuchii;Oithona davisae
1793162,1_1108_4007_12986_lib_TGGTCA_tag_AGACGC,99.681,genbank,Stauridiosarsia cliffordi
1793162,1_1108_7634_6956_lib_TGGTCA_tag_ATGTCG,99.042,genbank,Stauridiosarsia cliffordi
1793162,1_2118_21046_14570_lib_CACTGT_tag_AGCTAG,100,genbank,Stauridiosarsia cliffordi
1793162,1_1109_17126_12227_lib_ATTGGC_tag_AGTCAT,99.361,genbank,Stauridiosarsia cliffordi
1793162,1_2115_26257_19425_lib_ATTGGC_tag_ATAGCA,99.681,genbank,Stauridiosarsia cliffordi
1793163,1_1101_19371_8205_lib_GGAACT_tag_AGACGC,99.361,genbank,Stauridiosarsia producta
1793163,1_2104_19507_12711_lib_TGACAT_tag_ACTAGC,99.361,genbank,Stauridiosarsia producta
1793163,1_1101_18504_24444_lib_TTGACT_tag_ACTAGC,99.346,genbank,Stauridiosarsia producta
1793163,1_2116_28902_12069_lib_TTGACT_tag_ACTAGC,99.357,genbank,Stauridiosarsia producta
1793163,1_1109_18516_2942_lib_TTGACT_tag_ACTAGC,98.366,genbank,Stauridiosarsia producta
1793163,1_1107_22104_9314_lib_ATTGGC_tag_AGACGC,99.681,genbank,Stauridiosarsia producta
1793163,1_1103_24371_19113_lib_ACATCG_tag_ACGTAT,99.361,genbank,Stauridiosarsia producta
1793163,1_2118_13959_18926_lib_ACATCG_tag_ACGTAT,99.361,genbank,Stauridiosarsia producta
182768,1_1115_16125_17942_lib_ATTGGC_tag_ATCGAC,100,genbank,Porphyra mumfordii
182771,1_1113_4498_11810_lib_CACTGT_tag_ACGTAT,100,genbank,Pyropia perforata
184214,1_1103_23809_7933_lib_TTGACT_tag_ATAGCA,97.125,genbank,Aurelia labiata
1842842,1_1111_11875_5819_lib_GGACGG_tag_ACGTAT,98.722,genbank,Alia gausapata
1842842,1_2102_17414_12533_lib_GGACGG_tag_AGTGTA,99.681,genbank,Alia gausapata
1842844,1_2102_12206_12461_lib_GGACGG_tag_AGTGTA,99.681,genbank,Epitonium sawinae
1842845;504413;88208,1_2113_21149_13880_lib_TGACAT_tag_ACAGTC,97.125,genbank,Glebocarcinus oregonensis;Cancer jordani;Cancer oregonensis
1842845;504413;88208,1_2105_10982_4200_lib_TGACAT_tag_ACGTAT,97.444,genbank,Glebocarcinus oregonensis;Cancer jordani;Cancer oregonensis
1842845;504413;88208,1_2112_6143_15223_lib_TGACAT_tag_ACGTAT,97.125,genbank,Glebocarcinus oregonensis;Cancer jordani;Cancer oregonensis
1842845;504413;88208,1_1101_23247_17617_lib_TGACAT_tag_ACGTAT,97.125,genbank,Glebocarcinus oregonensis;Cancer jordani;Cancer oregonensis
1842845;504413;88208,1_1109_20443_20427_lib_CACTGT_tag_ATGTCG,97.125,genbank,Glebocarcinus oregonensis;Cancer jordani;Cancer oregonensis
1842846,1_1102_18316_11321_lib_GATCTG_tag_AGTGTA,99.042,genbank,Nassarius mendicus
1842846,1_1102_3222_16684_lib_GATCTG_tag_AGTGTA,99.042,genbank,Nassarius mendicus
1842846,1_2117_12344_13380_lib_GGAACT_tag_ACGTAT,100,genbank,Nassarius mendicus
1842846,1_1106_8168_2596_lib_GGAACT_tag_ATCGAC,98.722,genbank,Nassarius mendicus
1842846,1_2101_13591_8960_lib_GGAACT_tag_ATCGAC,100,genbank,Nassarius mendicus
1843204,1_1113_6818_6360_lib_ATTGGC_tag_AGCTAG,100,genbank,Manania gwilliami
1843204,1_1101_10797_7886_lib_ATTGGC_tag_AGACGC,99.677,genbank,Manania gwilliami
186178,1_1103_19198_22757_lib_GATCTG_tag_ACAGTC,99.681,genbank,Pleopis polyphemoides
186178,1_1101_12591_4012_lib_GATCTG_tag_ACAGTC,100,genbank,Pleopis polyphemoides
187406,1_1114_22611_9502_lib_GATCTG_tag_AGCTAG,99.634,genbank,Paracalanus parvus
187406,1_1102_28314_19312_lib_GATCTG_tag_AGTCAT,99.632,genbank,Paracalanus parvus
187406,1_1101_27010_12819_lib_GATCTG_tag_AGTCAT,99.634,genbank,Paracalanus parvus
187406,1_1110_22457_14531_lib_GATCTG_tag_AGTCAT,99.27,genbank,Paracalanus parvus
187406,1_1105_13912_18100_lib_GATCTG_tag_AGTCAT,99.27,genbank,Paracalanus parvus
187406,1_2115_4668_9830_lib_GATCTG_tag_AGTCAT,99.635,genbank,Paracalanus parvus
187406,1_2108_24497_6523_lib_GATCTG_tag_AGTCAT,100,genbank,Paracalanus parvus
187406,1_2106_10297_10012_lib_GATCTG_tag_AGTCAT,99.635,genbank,Paracalanus parvus
187406,1_1111_16564_19108_lib_GATCTG_tag_AGTCAT,99.635,genbank,Paracalanus parvus
187406,1_1109_23957_6361_lib_GATCTG_tag_AGTCAT,100,genbank,Paracalanus parvus
187406,1_2112_15873_14810_lib_GGAACT_tag_ACGTAT,99.635,genbank,Paracalanus parvus
187406,1_1114_6337_16468_lib_GGACGG_tag_AGTGTA,99.632,genbank,Paracalanus parvus
187406,1_2103_14758_21522_lib_GGAACT_tag_ATAGCA,99.634,genbank,Paracalanus parvus
187406,1_2101_14254_18903_lib_GATCTG_tag_AGTCAT,100,genbank,Paracalanus parvus
187406,1_1101_7745_13362_lib_GATCTG_tag_AGTCAT,99.635,genbank,Paracalanus parvus
187406,1_1101_15478_17261_lib_GATCTG_tag_AGTCAT,99.631,genbank,Paracalanus parvus
187406,1_1109_9517_19123_lib_GGAACT_tag_ATAGCA,100,genbank,Paracalanus parvus
187406,1_2101_23051_19635_lib_GGAACT_tag_ATAGCA,99.634,genbank,Paracalanus parvus
187406,1_1107_7064_22581_lib_TGACAT_tag_AGTCAT,99.635,genbank,Paracalanus parvus
187406,1_1107_26869_5170_lib_TGACAT_tag_AGTCAT,99.635,genbank,Paracalanus parvus
187406,1_2119_10705_8244_lib_GATCTG_tag_AGTCAT,99.27,genbank,Paracalanus parvus
